Task,Time,Battery_Level
,05:30,1.0
Rebalancing,05:35,0.9394
Rebalancing,05:40,0.8788
BSY5,05:45,0.8788
BSY5,05:50,0.8788
BSY5,05:55,0.8788
cp_BSY5 cont.,06:00,0.8788
cp_BSY5 cont.,06:05,0.8788
cp_BSY5 cont.,06:10,0.8788
cp_BSY5 cont.,06:15,0.8788
cp_BSY5 cont.,06:20,0.8788
cp_BSY5 cont.,06:25,0.8788
BSY5,06:30,0.8788
Rebalancing,06:35,0.8182
Rebalancing,06:40,0.7576
Rebalancing,06:45,0.6970000000000001
5 cont.,06:50,0.6910000000000001
5 cont.,06:55,0.685
5 cont.,07:00,0.679
5 cont.,07:05,0.673
5 cont.,07:10,0.667
5 cont.,07:15,0.661
5 cont.,07:20,0.655
5 cont.,07:25,0.649
5 cont.,07:30,0.643
5 cont.,07:35,0.637
phi_CQ2,07:40,0.765
phi_CQ2,07:45,0.893
6 cont.,07:50,0.879
6 cont.,07:55,0.865
6 cont.,08:00,0.851
6 cont.,08:05,0.837
6 cont.,08:10,0.823
6 cont.,08:15,0.8089999999999999
6 cont.,08:20,0.7949999999999999
6 cont.,08:25,0.7809999999999999
6 cont.,08:30,0.7669999999999999
6 cont.,08:35,0.7529999999999999
6 cont.,08:40,0.7389999999999999
6 cont.,08:45,0.7249999999999999
6 cont.,08:50,0.7109999999999999
6 cont.,08:55,0.6969999999999998
6 cont.,09:00,0.6829999999999998
phi_CQ2,09:05,0.8109999999999998
Rebalancing,09:10,0.7503999999999998
Rebalancing,09:15,0.6897999999999999
cp_Bar4 cont.,09:20,0.6897999999999999
cp_Bar4 cont.,09:25,0.6897999999999999
cp_Bar4 cont.,09:30,0.6897999999999999
cp_Bar4 cont.,09:35,0.6897999999999999
cp_Bar4 cont.,09:40,0.6897999999999999
cp_Bar4 cont.,09:45,0.6897999999999999
Bar4,09:50,0.6897999999999999
Bar4,09:55,0.6897999999999999
Bar4,10:00,0.6897999999999999
cp_Bar4 cont.,10:05,0.6897999999999999
cp_Bar4 cont.,10:10,0.6897999999999999
cp_Bar4 cont.,10:15,0.6897999999999999
cp_Bar4 cont.,10:20,0.6897999999999999
cp_Bar4 cont.,10:25,0.6897999999999999
cp_Bar4 cont.,10:30,0.6897999999999999
Bar4,10:35,0.6897999999999999
Bar4,10:40,0.6897999999999999
Bar4,10:45,0.6897999999999999
Bar4,10:50,0.6897999999999999
Bar4,10:55,0.6897999999999999
Bar4,11:00,0.6897999999999999
cp_Bar4 cont.,11:05,0.6897999999999999
cp_Bar4 cont.,11:10,0.6897999999999999
cp_Bar4 cont.,11:15,0.6897999999999999
cp_Bar4 cont.,11:20,0.6897999999999999
cp_Bar4 cont.,11:25,0.6897999999999999
cp_Bar4 cont.,11:30,0.6897999999999999
