Vessel,Task,Wharf,Time
V3,F6 - Mosman (peak),Mos1,06:10-06:15
V3,F6 - Mosman (peak),Mos1,06:15-06:20
V9,F6 - Mosman (peak),Mos1,06:40-06:45
V9,F6 - Mosman (peak),Mos1,06:45-06:50
V6,F2 - Zoo/Mosman (Peak),Mos1,06:45-06:50
V6,F2 - Zoo/Mosman (Peak),Mos1,06:50-06:55
V11,F6 - Mosman (peak),Mos1,07:10-07:15
V5,F2 - Zoo/Mosman (Peak),Mos1,07:15-07:20
V11,F6 - Mosman (peak),Mos1,07:15-07:20
V5,F2 - Zoo/Mosman (Peak),Mos1,07:20-07:25
V8,F6 - Mosman (peak),Mos1,07:40-07:45
V8,F6 - Mosman (peak),Mos1,07:45-07:50
V3,F2 - Zoo/Mosman (Peak),Mos1,07:45-07:50
V3,F2 - Zoo/Mosman (Peak),Mos1,07:50-07:55
V10,F6 - Mosman (peak),Mos1,08:10-08:15
V10,F6 - Mosman (peak),Mos1,08:15-08:20
V3,F6 - Mosman (peak),Mos1,08:40-08:45
V3,F6 - Mosman (peak),Mos1,08:45-08:50
V9,F6 - Mosman (off peak),Mos1,09:15-09:20
V9,F6 - Mosman (off peak),Mos1,09:20-09:25
V8,F6 - Mosman (off peak),Mos1,09:45-09:50
V8,F6 - Mosman (off peak),Mos1,09:50-09:55
V5,F6 - Mosman (off peak),Mos1,10:15-10:20
V5,F6 - Mosman (off peak),Mos1,10:20-10:25
V1,Waiting,Mos1,10:40-10:45
